Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
d01cd2a8448433a698144ed36c94b0e37c5e61d81f017d97689e8960e869a10e,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.259722,51.522506,On or near Theatre/Concert Hall,E01001238,Ealing 015B,Investigation complete; no suspect identified
f27a6eaeee95bacc439075ef6fff4de40a394637da3f80bf85851d4a7275c3dc,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.329388,51.516199,On or near COLERIDGE SQUARE,E01001205,Ealing 018B,Suspect charged
7290bbf353be08369d7487dd6bff6d45f9adeb82489b381a6c165e5a354f2d19,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.382492,51.549738,On or near ATTEWOOD ROAD,E01001320,Ealing 003E,Investigation complete; no suspect identified
19b8ff28f29b7b0649a0963d324b7960b788333e58a7279f8c800b1ebeebd1d0,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.421832,51.522829,On or near LANSBURY DRIVE,E01002504,Hillingdon 027D,Investigation complete; no suspect identified
02d6aa1c6c2a1f20e21bd8177deed72bd8da3595a0674c9f3f589694d0917d08,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.324335,51.510138,On or near BROADWAY,E01001249,Ealing 028A,Investigation complete; no suspect identified
7c2214146298518dc32f6ad80966652d6071b76590b8286d2cd98a22a408a9f0,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.351804,51.543628,On or near ALLINGTON CLOSE,E01001272,Ealing 006D,Investigation complete; no suspect identified
8d6e5606c1ca4935cb3349d8ad3b91378338732aa53b68daf9400354d55a7cae,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.334774,51.523820,On or near GREATDOWN ROAD,E01001282,Ealing 016B,Investigation complete; no suspect identified
62d69a5e8b195590672554c6cd5c07d6dac62224fbc9bbf2898f2b3d2b988d6e,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.308447,51.513839,On or near LONGFIELD AVENUE,E01001221,Ealing 020A,Investigation complete; no suspect identified
b5b5b148015c6146a809186e661c9bcdc6571249db1bdc44da9d439268ab3a30,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.124509,51.481817,On or near SOUTH LAMBETH ROAD,E01003104,Lambeth 004C,Offender given a drugs possession warning
af6dc6285b1466f99bd9c32d41f29e0a65d9bf87e6dac9acb0ebb75ee5e36a67,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.104279,51.429577,On or near KNIGHTS HILL,E01003084,Lambeth 030B,Offender given a caution
8ee67bb2a945971548a6529e2feb6bbb3839cca2629f2b951745fa8700cc698f,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.081908,51.421030,On or near CAMDEN HILL ROAD,E01003062,Lambeth 033A,Investigation complete; no suspect identified
78f31136c99e912545408de9bbcedba724b3dfc73a00e39347e3c652345dfafa,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.081908,51.421030,On or near CAMDEN HILL ROAD,E01003062,Lambeth 033A,Suspect charged
5e916bae60e04b1add293a4e03c3ba562410358772d527381cc52a225991d3e3,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.119267,51.502820,On or near Theme/Adventure Park,E01003013,Lambeth 036A,Investigation complete; no suspect identified
2d46052410d5f2fb54ba3dcb1f5cf6c212dd328c689b2b6c7417f9abe2fc285a,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.133909,51.435349,On or near WOODFIELD GROVE,E01003116,Lambeth 029A,Suspect charged
b5145f206cb6c7cc8805431c0af50ec1865e1586572b9d081d608d688316da89,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.132552,51.430867,On or near PRENTIS ROAD,E01003118,Lambeth 029C,Suspect charged
b5145f206cb6c7cc8805431c0af50ec1865e1586572b9d081d608d688316da89,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.132552,51.430867,On or near PRENTIS ROAD,E01003118,Lambeth 029C,Suspect charged
94313889d45d4445f6caeb0b9a57a7331445b010ef73fb211c552929417c70f8,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.127845,51.431305,On or near PINFOLD ROAD,E01003153,Lambeth 029D,Suspect charged
19eba888d2641cef83580790999ba406368a11b4f157d1e8df5fc40fa12e83ee,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.100511,51.493696,On or near Pedestrian Subway,E01032720,Southwark 009F,Investigation complete; no suspect identified
fcbbd4a1efaa4b73f2d3a6f4176a04cdc3efd9b5d061c22412c1421ca5c488ca,2015-02,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Suspect charged
d2ae88820157da74df302f33fd070182860987b09241892f985bcac17d4f1452,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.123910,51.484478,On or near Nightclub,E01003102,Lambeth 004A,Suspect charged
fb23606b2bae86bd208f3a26f81d069485bb6644f410116614a26af61cd9bb03,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.106407,51.455007,On or near MILTON ROAD,E01003074,Lambeth 018E,Offender given a caution
15ff34e64773adeda56b7ec04770d76c3ca863f9bfa7c3df149521027cc8f46d,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.111846,51.438314,On or near NORTHSTEAD ROAD,E01003133,Lambeth 027C,Suspect charged
9d54ea28567ff40ccf0c0cbf97967c3a81df0fdf6a9811158c029efd462ece5f,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.120094,51.465209,On or near MORDAUNT STREET,E01003053,Lambeth 015B,Investigation complete; no suspect identified
eaf22fef396bc072832c5915b6596431eacb0e56c62d5f6f627b1b8a8b28c95a,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.453663,51.472061,On or near INNER RING WEST,E01002444,Hillingdon 031A,Local resolution
2a8c01ec03e512a122ef1eb56f4d1694c1e986d2c794491da7e80e3c98ef6ff8,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.452968,51.473005,On or near Pedestrian Subway,E01002444,Hillingdon 031A,Local resolution
8e5a569e9e5aa856ead159fca1f488154c0bb21a544af5fb587c628d6e31a005,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.401517,51.468601,On or near LICHFIELD ROAD,E01002589,Hounslow 013E,Investigation complete; no suspect identified
4cbfd15ac8ce5a1d8320ad9ed58ed86b2d51bde1ea02c4f4c1326baae8a51aaf,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.490059,51.471717,On or near WALLIS ROAD,E01002444,Hillingdon 031A,Investigation complete; no suspect identified
6f842d07c0a2ecaa8fb3d116c3e0a0b3b9a7d07dbb062b62f4b419cd52b3096d,2015-02,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
1a655d6623f5eaaabecaaf3d859a8faf63d2616d13502f752b19e599a9022c96,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.490059,51.471717,On or near WALLIS ROAD,E01002444,Hillingdon 031A,Investigation complete; no suspect identified
a33b26b681d11faba863c1954e0dea98d1cdce8677fe99c2f59d9f37716887be,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.403204,51.519646,On or near WIMBORNE AVENUE,E01002396,Hillingdon 026A,Offender given a drugs possession warning
de1ac61ac687d13b17686571fb3c3dbaeea87d29fc68af52f46f3082ffdd832e,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.407032,51.516506,On or near Petrol Station,E01002505,Hillingdon 026D,Suspect charged
5833b8c19da309fc922c32338556cecd57c110b3016db5c85bc26b80c3eac0a9,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.397716,51.575385,On or near KILDARE CLOSE,E01002417,Hillingdon 008B,Offender given penalty notice
7dde4f677d35dda32c12492faf34b61f1fa88cfa06419dd4550747ad8726052b,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.474198,51.509944,On or near STATION ROAD,E01002554,Hillingdon 022F,Suspect charged
c3d5caea64f1bf9106c0069c500c8bcbc6d154de714bd7b98bc8160c734aa838,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.390892,51.520961,On or near SHEARWATER WAY,E01002545,Hillingdon 023C,Suspect charged
128e0ac1adbdfe5d547905845e13efd8eae970bb5a5e492f575a36a33ba52231,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.448794,51.530679,On or near UXBRIDGE ROAD,E01002410,Hillingdon 017A,Suspect charged
e7f8f569436533ae6fcb7520deba7730c4eb6efef67e2852047e47bc00b57fb0,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.448794,51.530679,On or near UXBRIDGE ROAD,E01002410,Hillingdon 017A,Suspect charged
d8adbd1a348a55da4c054169f2686facdf906971ba78e4a5604cb774db543335,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.404504,51.513801,On or near PRIORY CLOSE,E01002501,Hillingdon 026B,Offender given a caution
8bc678a03803682ee872ef06edb6d43aed24ac35677fa7ef7885b6796850248e,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.414794,51.504228,On or near SILVERDALE ROAD,E01002506,Hillingdon 027E,Suspect charged
09c6331318880bd3f079963ef462edb803fa4af04e296b3727bae52e4a820fe2,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.378338,51.555813,On or near SOMERVELL ROAD,E01002496,Hillingdon 033A,Suspect charged
4737aa229088d2e16a912825fa5ad91bf1cdb8d1cfa72e90ce9e0f72b34421fe,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.476772,51.516587,On or near Petrol Station,E01002554,Hillingdon 022F,Investigation complete; no suspect identified
ff4395694f27de050ab1aa3123aa8378b52da60cd36fb30c8688ec9e77de478a,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.403588,51.570897,On or near FLEMMING AVENUE,E01002420,Hillingdon 008C,Offender given a caution
bb3f1c73d14ef57bedcb22c25afa542ed2af3a03ff3c975575c8d1cd9a1386a5,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.482938,51.530110,On or near HERITAGE CLOSE,E01033724,Hillingdon 016F,Offender given a caution
68aaafa80b9f555c683ca4ff551049d85b29ebb69c325a2926492b6f2ea94075,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.482876,51.536305,On or near FRAYSLEA,E01033724,Hillingdon 016F,Investigation complete; no suspect identified
a494796e1733cc67e65d92b93c077ab71ceb1ce8db2acccadaaff8b46ccd354b,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.427125,51.505572,On or near TREVOR ROAD,E01002406,Hillingdon 027B,Suspect charged
f0b61f98b47cdf022d6429a97312b9465892f77b32ac191d545acca0c238bd7c,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.479923,51.545744,On or near WINDSOR STREET,E01002521,Hillingdon 016C,Investigation complete; no suspect identified
bc7269b2a5acc0732d389f84fd2ab35642f060ce4b214302fdcbd978058996a6,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.424892,51.574485,On or near HIGH STREET,E01002535,Hillingdon 007E,Investigation complete; no suspect identified
412aeeb9ced6a14d98bcb9ddc0b0edd1aaee99bb5366f60bc54fff2f312c4fbc,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.418563,51.532308,On or near KINGSHILL AVENUE,E01002424,Hillingdon 018C,Offender given a caution
da2427bd76c2b61381249448eb2b4808c178550807592f55d5233c725252eafb,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.472143,51.495979,On or near THE BRAMBLES,E01002530,Hillingdon 029D,Offender given a caution
90659078ab30bf8409589a016a260a6e15a9b31e20055f05c7da14c2d4363ca3,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.465782,51.535264,On or near HILLINGDON HILL,E01002414,Hillingdon 015A,Investigation complete; no suspect identified
a9f921a672ab0ff23e3db71499222b00f7db979d1963a5aa5129f6e470c5987a,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.412695,51.574555,On or near EAST WAY,E01002470,Hillingdon 007D,Investigation complete; no suspect identified
18ac13495106281d041665170ba17fcfdf8457d157479620f459dd7bab126062,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.448452,51.532680,On or near PARKFIELD AVENUE,E01002457,Hillingdon 019E,Investigation complete; no suspect identified
7412a99e03e0b6abbcb0ff9126506ab0292b5a0795eca52994ca5b5b3216d13c,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.394788,51.528613,On or near NORWOOD GARDENS,E01002542,Hillingdon 020D,Investigation complete; no suspect identified
bf1d79ffff3254486d95fa3e16be56fb504f7dd05b8e16245cd8e754282abf0e,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.476841,51.543447,On or near Parking Area,E01033725,Hillingdon 015F,Investigation complete; no suspect identified
8068d92438b7b93c34c2929c030aed1a0210354abdcf5dcb72c41bb120cccf41,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.391603,51.526960,On or near FRIAR ROAD,E01002543,Hillingdon 020E,Investigation complete; no suspect identified
8068d92438b7b93c34c2929c030aed1a0210354abdcf5dcb72c41bb120cccf41,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.391603,51.526960,On or near FRIAR ROAD,E01002543,Hillingdon 020E,Investigation complete; no suspect identified
71621e2cd6fcf9dd042e358bb4db995e0f3dab657bf12a0c4413d05f96ef7490,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.474280,51.496700,On or near ROWAN ROAD,E01002530,Hillingdon 029D,Suspect charged
05c7c16b381a10f1bdba053c654c8b573e1442cc01566e48cb118a87e81c18a1,2015-02,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
f3cff4bea1ed6391e09a860ddf9e8238caa044cc91f42c01171e0e9c4f0e3e5d,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.434680,51.522696,On or near WAYLANDS,E01002401,Hillingdon 024B,Investigation complete; no suspect identified
30e0e59645682eb4e3deb390173393f657e912f496b1eb9e5ecff29d82d9c457,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.425633,51.570575,On or near POOLE CLOSE,E01002535,Hillingdon 007E,Suspect charged
d5a757557e2e59934f967903d92dcf5dc4978d30b3bd4c25ac9979e2adb99990,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.424225,51.508618,On or near Shopping Area,E01002406,Hillingdon 027B,Investigation complete; no suspect identified
890badc4c034d38875e0a67e9121103458ce9fa110df84b3fd5376e53298dc99,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.453402,51.495086,On or near Parking Area,E01002447,Hillingdon 031C,Investigation complete; no suspect identified
d9f74d2a2561401cf1ea1ca8f0b0bafbf790fdc520ab1f610efbde65daa439b7,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.466453,51.524734,On or near BENSON CLOSE,E01002412,Hillingdon 017B,Investigation complete; no suspect identified
21225a9e332c6c8e609bf8198e836a2d02c74e279497aeb0b1d00181927d4665,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.455015,51.506617,On or near MULBERRY CRESCENT,E01002532,Hillingdon 028E,Investigation complete; no suspect identified
30be96a5f5605f869cbe61fbf06d4e9ab66014f245dd503691472e25e3bd6079,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.170473,51.528773,On or near OAK TREE ROAD,E01004725,Westminster 003B,Offender given a drugs possession warning
600a36e512b79122dd7b7d7dd6f2394bb4ee82781ca0a1343becf9fc271eafa9,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.168849,51.519657,On or near Shopping Area,E01004661,Westminster 012C,Suspect charged
bfa02574026c7ea0ae8f8d22bde5c54101c735484f3dd031e8418bfb977b7c63,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.131852,51.511816,On or near DANSEY PLACE,E01004734,Westminster 018A,Investigation complete; no suspect identified
90bc04ed7e98b7ae1bfb2e39c13b8e7c518c0e1e0e95d71f96a1f9b73bbe4019,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.142694,51.495775,On or near Theatre/Concert Hall,E01004750,Westminster 023E,Offender given a drugs possession warning
8c71233defd4aa43082921c789b65641263f1944394863033a597211f7e48bea,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.134395,51.512720,On or near PETER STREET,E01033596,Westminster 013F,Investigation complete; no suspect identified
43117c5e2c7f09989a08d5cce2ec0a92ae7a86a4d2e6afb823673887d129d2df,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.153101,51.514868,On or near Parking Area,E01004714,Westminster 011B,Offender given a caution
19de1d2774a875fb0ab36002cdc15c316419baf0b35ac51162a8b74b04e6aca5,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.157405,51.520368,On or near DURWESTON MEWS,E01004712,Westminster 008C,Investigation complete; no suspect identified
432672a43417d005ba38e1ba4d126bb451919b56df738223c4207c732d9b628c,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.135402,51.496540,On or near Police Station,E01004731,Westminster 020A,Investigation complete; no suspect identified
2ccf3c07e4bb9812d860cf22b281a32569979f478bcc6bf55e6448c4ef1cbcae,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.128902,51.511715,On or near LITTLE NEWPORT STREET,E01004734,Westminster 018A,Investigation complete; no suspect identified
2ccf3c07e4bb9812d860cf22b281a32569979f478bcc6bf55e6448c4ef1cbcae,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.128902,51.511715,On or near LITTLE NEWPORT STREET,E01004734,Westminster 018A,Investigation complete; no suspect identified
5c0336fe966d160fd208c5c2898b8001565b21909480cfc21b43b4dcf845f7ef,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.190702,51.526191,On or near DELAWARE ROAD,E01004707,Westminster 006C,Offender given a caution
a00be06ae26e6fd76f3cd65f115a1567b1478eff6b23a4640168822b8d99cad1,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.163359,51.516765,On or near NUTFORD PLACE,E01004658,Westminster 012B,Offender given a caution
da3a1d0f6245785e49814017f42632bc1a11df5658e984808197c656b0a895be,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.147839,51.492529,On or near ELIZABETH STREET,E01004750,Westminster 023E,Suspect charged
d1429762a643830b584823b7ecee4427a5eaee46a9e921bfc5592b1311bedee0,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.149614,51.513788,On or near Shopping Area,E01033595,Westminster 013E,Investigation complete; no suspect identified
0d2250e8ed82d89ac63e2368e181de7c0ffa6c8e2183def697f8450e928e0542,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.183058,51.511425,On or near LEINSTER TERRACE,E01004694,Westminster 016C,Investigation complete; no suspect identified
b9f2fbda9d09f4922a9e491cbca6130d2780b433ce4c48b514cee14647413ec2,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.128276,51.490429,On or near Further/Higher Educational Building,E01004745,Westminster 021C,Offender given a drugs possession warning
b9f2fbda9d09f4922a9e491cbca6130d2780b433ce4c48b514cee14647413ec2,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.128276,51.490429,On or near Further/Higher Educational Building,E01004745,Westminster 021C,Offender given a drugs possession warning
fb6385feea00460842a0be821d5fb55eb5a8dc3796498afbd4270e72ee75e375,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.186968,51.510946,On or near Parking Area,E01004695,Westminster 017C,Suspect charged
18d6ed8da8fc585f8a7006e1ce20d65a4b599cdf9368a2b1413213644f3c5efb,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.237729,51.538822,On or near DAIRY CLOSE,E01000533,Brent 031E,Investigation complete; no suspect identified
3da47281239b4ac13dee7f92c4b6ecb7e7cf1eef39cf5b410d23d593740eb1c8,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.161519,51.553488,On or near FLEET ROAD,E01000887,Camden 006B,Investigation complete; no suspect identified
3da47281239b4ac13dee7f92c4b6ecb7e7cf1eef39cf5b410d23d593740eb1c8,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.161519,51.553488,On or near FLEET ROAD,E01000887,Camden 006B,Investigation complete; no suspect identified
b8fed37c8d1470b9c33a00aa37d15d5824eabceeffb07d7d41960ca31ef7d5d0,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.223618,51.481975,On or near CRABTREE LANE,E01001917,Hammersmith and Fulham 018C,Suspect charged
f443f774c5c69d3b9a6f78b2398972107210db42b3fb7c9422bc9af2f96c55a0,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.221402,51.507840,On or near Parking Area,E01001943,Hammersmith and Fulham 004A,Suspect charged
f66b3301f45e8bad8d3e10be299c8f837cc28f43b1a4105da40b9a3992030cff,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.216178,51.496232,On or near GIRDLERS ROAD,E01001869,Hammersmith and Fulham 010D,Suspect charged
fa039b1be9fde60c33b36ba11c6b7ca1cf056c8f38d55695d0f71d6678e30427,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.226466,51.492476,On or near Shopping Area,E01001898,Hammersmith and Fulham 013C,Suspect charged
07f134d5d0ee9eeef906c695fe29896c1f3c2ab07e89d5d0a534c61e17a9b597,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.221067,51.510505,On or near SILVER ROAD,E01001943,Hammersmith and Fulham 004A,Investigation complete; no suspect identified
6a11b27007eea4ceba382d6a71438097a59effbf504cdbb5c39dc9ff5f2e59aa,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.240138,51.500668,On or near KELMSCOTT GARDENS,E01001858,Hammersmith and Fulham 006A,Investigation complete; no suspect identified
a769b277500ffec9c96d7426a83c77d0479ec4695398cec4590c1137dcc48029,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.218794,51.503763,On or near Supermarket,E01001857,Hammersmith and Fulham 007D,Investigation complete; no suspect identified
520d26ee5d68a006451c3b2ae99aaa734f684ac11df03e4bae2e8681c103510b,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.228376,51.497083,On or near ADIE ROAD,E01001898,Hammersmith and Fulham 013C,Suspect charged
9dc2458d36e0099190103422018721aca3adb6495d87a251da8541cd2ed3a75b,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.218501,51.498336,On or near BERGHEM MEWS,E01001851,Hammersmith and Fulham 010A,Investigation complete; no suspect identified
9e74f12e5c8daf62b01b49830913d094cf06e4461b46ff62bd853b77a13d6b60,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.251684,51.501641,On or near EMLYN ROAD,E01001859,Hammersmith and Fulham 008A,Investigation complete; no suspect identified
0d9b6c1adb4a8fcaba5476365bc80620542b7ee4cddd097f380e6764653d0e4a,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.240858,51.508907,On or near WORMHOLT ROAD,E01001954,Hammersmith and Fulham 003A,Investigation complete; no suspect identified
243e8b4d262a25bd0c49dfe1ca9ba35805d0eee801dc93d55e9c7a6839fa774f,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.227792,51.488720,On or near RIVER TERRACE,E01001893,Hammersmith and Fulham 013A,Investigation complete; no suspect identified
475a354db64b6e50c473885704ec5ea4cf11e4084ca755c626384c1a02455ba4,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.193865,51.479380,On or near CEDARNE ROAD,E01001920,Hammersmith and Fulham 020A,Investigation complete; no suspect identified
d0e4c203a8e8e599a93625d12cbdbde075aef734dca25501cc3ea20c4784b88e,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.210080,51.490429,On or near TALGARTH ROAD,E01001914,Hammersmith and Fulham 014D,Investigation complete; no suspect identified
0e1f3f768fb1dbf45fa287f1a6a960a4b73919829faaa8d1817d46abeb89f0ff,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.122214,51.580041,On or near FELIX AVENUE,E01001990,Haringey 034C,Investigation complete; no suspect identified
0e1f3f768fb1dbf45fa287f1a6a960a4b73919829faaa8d1817d46abeb89f0ff,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.122214,51.580041,On or near FELIX AVENUE,E01001990,Haringey 034C,Investigation complete; no suspect identified
d5ae4f81fa17ff8ac3708345afb024b802e6fe5f61e0bdf8a261416da69beefb,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.508093,51.423344,On or near PENTON ROAD,E01030727,Spelthorne 009B,Investigation complete; no suspect identified
9aff0e5740c227c677824d4b92a4686dcecc11609bbd3b95ce7dc272571f562b,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.246271,51.512782,On or near HILARY ROAD,E01001959,Hammersmith and Fulham 003C,Investigation complete; no suspect identified
8cb2bfa239c660a2f612e61cda1af7a86957529a8c3f345eed82e08fa8db510e,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.227888,51.513360,On or near Supermarket,E01001874,Hammersmith and Fulham 001A,Investigation complete; no suspect identified
8cb2bfa239c660a2f612e61cda1af7a86957529a8c3f345eed82e08fa8db510e,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.227888,51.513360,On or near Supermarket,E01001874,Hammersmith and Fulham 001A,Investigation complete; no suspect identified
67f268e146d3da663b238ed4999d776925cd0f18f4fe64ad3da60499589101c9,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.217666,51.499069,On or near REDAN STREET,E01001851,Hammersmith and Fulham 010A,Investigation complete; no suspect identified
67f268e146d3da663b238ed4999d776925cd0f18f4fe64ad3da60499589101c9,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.217666,51.499069,On or near REDAN STREET,E01001851,Hammersmith and Fulham 010A,Investigation complete; no suspect identified
1f4fada4a778e68b4b9f91e85ca1cb71372df9ae8ab2eac310891ac04518a29f,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.202790,51.485336,On or near LILLIE ROAD,E01001884,Hammersmith and Fulham 017E,Offender given a drugs possession warning
06df348cbcb1ecb0790259ab7037f81c2f92a7d739d0da180e6c4f94fbc650f1,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.220852,51.503839,On or near SHEPHERD'S BUSH GREEN,E01001857,Hammersmith and Fulham 007D,Investigation complete; no suspect identified
a153855c56c3e9fbd64fbe0e4f40a056142c8fba99d45021344cd8c8624338cc,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.224446,51.490692,On or near Sports/Recreation Area,E01001900,Hammersmith and Fulham 013E,Investigation complete; no suspect identified
f8b2419f643e2d0bc7611e010c441e8cc52a3ff5822bc578a218e61ae836c284,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.238034,51.506274,On or near Supermarket,E01001860,Hammersmith and Fulham 006B,Investigation complete; no suspect identified
d284a0f740b92f1499819bf34a52bf05ccfb7dad3a1da636f215eceb6de9f1ef,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.243764,51.494032,On or near WESTCROFT SQUARE,E01001931,Hammersmith and Fulham 011B,Investigation complete; no suspect identified
ef1e9667e53fe5eb0ef33a883555e627fcc0db8518b4ce53911ef2dfc6f66709,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.219479,51.500599,On or near LAKESIDE ROAD,E01001854,Hammersmith and Fulham 007C,Investigation complete; no suspect identified
6be46a4815733685c1b8e07a85ee2514bb556aef703f5bcefdc611e49b9fa1f0,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.226466,51.492476,On or near Shopping Area,E01001898,Hammersmith and Fulham 013C,Investigation complete; no suspect identified
6708a62f76c173ff7541a2f96c71614195e2ccbc39c4a3e52c07fe55c679004b,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.224574,51.492223,On or near Supermarket,E01001898,Hammersmith and Fulham 013C,Investigation complete; no suspect identified
22b109abf573b7a92c36e4d8a39bd97eaac83e45a62d271d50b22c3d33345d6a,2015-02,Metropolitan Police Service,Metropolitan Police Service,-0.241220,51.514838,On or near PRIMULA STREET,E01001876,Hammersmith and Fulham 001C,Investigation complete; no suspect identified
